mode,image_id,input_path,enc_path,meta_path,encrypt_time_ms,classification_label,classification_score,classification_entropy,classification_edge_density,classification_variance_norm,profile_name,profile_permutation_rounds,profile_arnold_iterations,metadata_threat_level,metadata_key_mode,cipher_size_bytes,cipher_entropy,cipher_adj_corr,decrypt_time_ms,decrypt_ok,exact_match,psnr,mse,wrong_passphrase_decrypt_success,wrong_private_key_decrypt_success,chosen_plaintext_encrypt_time_ms,chosen_plaintext_npcr,chosen_plaintext_uaci,attack_resilience__bit_flip_decrypt_success,attack_resilience__noise_decrypt_success,attack_resilience__partial_ciphertext_loss_center_0_8_decrypt_success,attack_resilience__partial_ciphertext_loss_head_0_9_decrypt_success,attack_resilience__partial_ciphertext_loss_tail_0_9_decrypt_success,attack_resilience__byte_mutation_decrypt_success,attack_resilience__block_shuffle_decrypt_success,attack_resilience__wrong_passphrase_decrypt_success,attack_resilience__wrong_private_key_decrypt_success,attack_resilience__replay_swap_ciphertext_decrypt_success,attack_resilience__replay_swap_metadata_decrypt_success,metadata_tamper_suite__missing_metadata_hmac,metadata_tamper_suite__tamper_threat_level,metadata_tamper_suite__tamper_profile_rounds,metadata_tamper_suite__tamper_nonce_salt_b64,metadata_tamper_suite__add_extra_field,metadata_tamper_suite__tamper_salt_b64,metadata_tamper_suite__tamper_image_sha256_b64,metadata_tamper_suite__tamper_working_shape,metadata_tamper_suite__tamper_dtype,metadata_tamper_suite__tamper_chaos_seed
passphrase_only,0049_image-1041,D:\Downloads\hybrid\sample-images\docs\image-1041.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0049_image-1041.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0049_image-1041.meta.json,215.8503,low,0.291052,4.230563,0.0,0.001339,lite,1,0,balanced,passphrase_only,3283216,7.999948,-0.000347,226.107,True,True,inf,0.0,False,False,201.1608,99.610108,33.497917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0049_image-1041,D:\Downloads\hybrid\sample-images\docs\image-1041.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0049_image-1041.enc,D:\Downloads\hybrid\artifacts\x25519_only\0049_image-1041.meta.json,143.3684,low,0.291052,4.230563,0.0,0.001339,lite,1,0,balanced,x25519_only,3283216,7.999949,9e-05,168.6473,True,True,inf,0.0,False,False,140.846,99.609925,33.448227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0049_image-1041,D:\Downloads\hybrid\sample-images\docs\image-1041.jpg,D:\Downloads\hybrid\artifacts\hybrid\0049_image-1041.enc,D:\Downloads\hybrid\artifacts\hybrid\0049_image-1041.meta.json,193.8909,low,0.291052,4.230563,0.0,0.001339,lite,1,0,balanced,hybrid_passphrase_x25519,3283216,7.999946,-0.000389,225.1293,True,True,inf,0.0,False,False,191.2148,99.608463,33.456978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0050_image-1042,D:\Downloads\hybrid\sample-images\docs\image-1042.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0050_image-1042.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0050_image-1042.meta.json,835.1236,medium,0.49278,6.897622,0.052926,0.017938,standard,2,3,balanced,passphrase_only,4915216,7.999965,7.7e-05,851.979,True,True,inf,0.0,False,False,716.9189,99.60722,33.462288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0050_image-1042,D:\Downloads\hybrid\sample-images\docs\image-1042.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0050_image-1042.enc,D:\Downloads\hybrid\artifacts\x25519_only\0050_image-1042.meta.json,739.5959,medium,0.49278,6.897622,0.052926,0.017938,standard,2,3,balanced,x25519_only,4915216,7.999964,-0.000648,811.7954,True,True,inf,0.0,False,False,684.7279,99.608135,33.460522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0050_image-1042,D:\Downloads\hybrid\sample-images\docs\image-1042.jpg,D:\Downloads\hybrid\artifacts\hybrid\0050_image-1042.enc,D:\Downloads\hybrid\artifacts\hybrid\0050_image-1042.meta.json,742.5434,medium,0.49278,6.897622,0.052926,0.017938,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999955,-5.7e-05,883.4008,True,True,inf,0.0,False,False,716.3479,99.609742,33.473099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0051_image-1043,D:\Downloads\hybrid\sample-images\docs\image-1043.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0051_image-1043.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0051_image-1043.meta.json,767.5915,medium,0.378972,5.457688,0.010628,0.003786,standard,2,3,balanced,passphrase_only,4915216,7.999957,-0.000198,883.179,True,True,inf,0.0,False,False,712.1095,99.604392,33.462528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0051_image-1043,D:\Downloads\hybrid\sample-images\docs\image-1043.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0051_image-1043.enc,D:\Downloads\hybrid\artifacts\x25519_only\0051_image-1043.meta.json,714.4537,medium,0.378972,5.457688,0.010628,0.003786,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000259,803.603,True,True,inf,0.0,False,False,669.7115,99.612001,33.468754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0051_image-1043,D:\Downloads\hybrid\sample-images\docs\image-1043.jpg,D:\Downloads\hybrid\artifacts\hybrid\0051_image-1043.enc,D:\Downloads\hybrid\artifacts\hybrid\0051_image-1043.meta.json,815.0911,medium,0.378972,5.457688,0.010628,0.003786,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999959,-0.000295,829.8581,True,True,inf,0.0,False,False,782.4171,99.60077,33.464008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0052_image-1044,D:\Downloads\hybrid\sample-images\docs\image-1044.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0052_image-1044.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0052_image-1044.meta.json,761.7522,medium,0.532196,7.339812,0.040223,0.103444,standard,2,3,balanced,passphrase_only,4915216,7.999966,-0.000401,942.7726,True,True,inf,0.0,False,False,757.0897,99.611818,33.474617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0052_image-1044,D:\Downloads\hybrid\sample-images\docs\image-1044.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0052_image-1044.enc,D:\Downloads\hybrid\artifacts\x25519_only\0052_image-1044.meta.json,703.6435,medium,0.532196,7.339812,0.040223,0.103444,standard,2,3,balanced,x25519_only,4915216,7.99996,-4.9e-05,838.5661,True,True,inf,0.0,False,False,686.4386,99.606894,33.464226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0052_image-1044,D:\Downloads\hybrid\sample-images\docs\image-1044.jpg,D:\Downloads\hybrid\artifacts\hybrid\0052_image-1044.enc,D:\Downloads\hybrid\artifacts\hybrid\0052_image-1044.meta.json,771.2817,medium,0.532196,7.339812,0.040223,0.103444,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999966,0.000693,844.1189,True,True,inf,0.0,False,False,734.273,99.606345,33.46965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0053_image-1045,D:\Downloads\hybrid\sample-images\docs\image-1045.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0053_image-1045.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0053_image-1045.meta.json,765.9424,medium,0.419529,6.071539,0.004002,0.006067,standard,2,3,balanced,passphrase_only,4915216,7.999968,-4.8e-05,880.0242,True,True,inf,0.0,False,False,749.3899,99.612306,33.444511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0053_image-1045,D:\Downloads\hybrid\sample-images\docs\image-1045.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0053_image-1045.enc,D:\Downloads\hybrid\artifacts\x25519_only\0053_image-1045.meta.json,690.6626,medium,0.419529,6.071539,0.004002,0.006067,standard,2,3,balanced,x25519_only,4915216,7.999959,0.000439,819.7444,True,True,inf,0.0,False,False,660.0556,99.605287,33.471863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0053_image-1045,D:\Downloads\hybrid\sample-images\docs\image-1045.jpg,D:\Downloads\hybrid\artifacts\hybrid\0053_image-1045.enc,D:\Downloads\hybrid\artifacts\hybrid\0053_image-1045.meta.json,772.0031,medium,0.419529,6.071539,0.004002,0.006067,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999968,8.3e-05,863.4486,True,True,inf,0.0,False,False,759.8489,99.610861,33.470444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0054_image-1046,D:\Downloads\hybrid\sample-images\docs\image-1046.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0054_image-1046.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0054_image-1046.meta.json,778.5089,medium,0.492432,6.900236,0.04951,0.021251,standard,2,3,balanced,passphrase_only,4915216,7.999968,-0.000103,855.5365,True,True,inf,0.0,False,False,728.7687,99.614381,33.469395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0054_image-1046,D:\Downloads\hybrid\sample-images\docs\image-1046.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0054_image-1046.enc,D:\Downloads\hybrid\artifacts\x25519_only\0054_image-1046.meta.json,669.6939,medium,0.492432,6.900236,0.04951,0.021251,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000199,827.0468,True,True,inf,0.0,False,False,690.3984,99.609254,33.451023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0054_image-1046,D:\Downloads\hybrid\sample-images\docs\image-1046.jpg,D:\Downloads\hybrid\artifacts\hybrid\0054_image-1046.enc,D:\Downloads\hybrid\artifacts\hybrid\0054_image-1046.meta.json,772.0509,medium,0.492432,6.900236,0.04951,0.021251,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,-0.000181,865.7692,True,True,inf,0.0,False,False,761.1217,99.613018,33.463749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0055_image-1047,D:\Downloads\hybrid\sample-images\docs\image-1047.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0055_image-1047.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0055_image-1047.meta.json,736.5951,medium,0.436397,6.327096,0.000921,0.007555,standard,2,3,balanced,passphrase_only,4915216,7.999968,-0.000406,853.2019,True,True,inf,0.0,False,False,735.9651,99.604412,33.465488,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0055_image-1047,D:\Downloads\hybrid\sample-images\docs\image-1047.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0055_image-1047.enc,D:\Downloads\hybrid\artifacts\x25519_only\0055_image-1047.meta.json,691.501,medium,0.436397,6.327096,0.000921,0.007555,standard,2,3,balanced,x25519_only,4915216,7.999962,9.7e-05,765.858,True,True,inf,0.0,False,False,669.0848,99.614259,33.461346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0055_image-1047,D:\Downloads\hybrid\sample-images\docs\image-1047.jpg,D:\Downloads\hybrid\artifacts\hybrid\0055_image-1047.enc,D:\Downloads\hybrid\artifacts\hybrid\0055_image-1047.meta.json,748.581,medium,0.436397,6.327096,0.000921,0.007555,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,-8e-05,844.5835,True,True,inf,0.0,False,False,740.9587,99.606101,33.442413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0056_image-1048,D:\Downloads\hybrid\sample-images\docs\image-1048.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0056_image-1048.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0056_image-1048.meta.json,803.3303,medium,0.552326,7.346485,0.138265,0.038503,standard,2,3,balanced,passphrase_only,4915216,7.999959,0.000201,883.1504,True,True,inf,0.0,False,False,746.8031,99.606976,33.468456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0056_image-1048,D:\Downloads\hybrid\sample-images\docs\image-1048.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0056_image-1048.enc,D:\Downloads\hybrid\artifacts\x25519_only\0056_image-1048.meta.json,688.3088,medium,0.552326,7.346485,0.138265,0.038503,standard,2,3,balanced,x25519_only,4915216,7.999962,-6e-06,809.4301,True,True,inf,0.0,False,False,713.7942,99.609397,33.467873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0056_image-1048,D:\Downloads\hybrid\sample-images\docs\image-1048.jpg,D:\Downloads\hybrid\artifacts\hybrid\0056_image-1048.enc,D:\Downloads\hybrid\artifacts\hybrid\0056_image-1048.meta.json,786.8368,medium,0.552326,7.346485,0.138265,0.038503,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,6.1e-05,855.9389,True,True,inf,0.0,False,False,756.6619,99.607423,33.460075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0057_image-1049,D:\Downloads\hybrid\sample-images\docs\image-1049.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0057_image-1049.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0057_image-1049.meta.json,750.3887,medium,0.443172,6.282277,0.034228,0.006645,standard,2,3,balanced,passphrase_only,4915216,7.999967,5e-05,892.997,True,True,inf,0.0,False,False,653.5864,99.613384,33.471703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0057_image-1049,D:\Downloads\hybrid\sample-images\docs\image-1049.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0057_image-1049.enc,D:\Downloads\hybrid\artifacts\x25519_only\0057_image-1049.meta.json,750.9612,medium,0.443172,6.282277,0.034228,0.006645,standard,2,3,balanced,x25519_only,4915216,7.999962,3e-05,831.5073,True,True,inf,0.0,False,False,721.3585,99.603313,33.459675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0057_image-1049,D:\Downloads\hybrid\sample-images\docs\image-1049.jpg,D:\Downloads\hybrid\artifacts\hybrid\0057_image-1049.enc,D:\Downloads\hybrid\artifacts\hybrid\0057_image-1049.meta.json,735.2839,medium,0.443172,6.282277,0.034228,0.006645,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,0.000537,866.469,True,True,inf,0.0,False,False,724.9023,99.611919,33.483109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0058_image-105,D:\Downloads\hybrid\sample-images\docs\image-105.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0058_image-105.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0058_image-105.meta.json,759.7714,medium,0.518991,6.637006,0.196962,0.024051,standard,2,3,balanced,passphrase_only,4915216,7.999964,4e-06,846.3088,True,True,inf,0.0,False,False,764.4341,99.611004,33.460941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0058_image-105,D:\Downloads\hybrid\sample-images\docs\image-105.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0058_image-105.enc,D:\Downloads\hybrid\artifacts\x25519_only\0058_image-105.meta.json,713.4077,medium,0.518991,6.637006,0.196962,0.024051,standard,2,3,balanced,x25519_only,4915216,7.999965,-8.8e-05,816.9127,True,True,inf,0.0,False,False,681.1464,99.611146,33.465969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0058_image-105,D:\Downloads\hybrid\sample-images\docs\image-105.jpg,D:\Downloads\hybrid\artifacts\hybrid\0058_image-105.enc,D:\Downloads\hybrid\artifacts\hybrid\0058_image-105.meta.json,810.6545,medium,0.518991,6.637006,0.196962,0.024051,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.001131,855.4913,True,True,inf,0.0,False,False,739.0237,99.612774,33.468185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0059_image-1050,D:\Downloads\hybrid\sample-images\docs\image-1050.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0059_image-1050.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0059_image-1050.meta.json,764.2482,medium,0.569277,7.733152,0.089487,0.071845,standard,2,3,balanced,passphrase_only,4915216,7.999962,-0.000379,849.5839,True,True,inf,0.0,False,False,779.4455,99.609763,33.471092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0059_image-1050,D:\Downloads\hybrid\sample-images\docs\image-1050.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0059_image-1050.enc,D:\Downloads\hybrid\artifacts\x25519_only\0059_image-1050.meta.json,706.0879,medium,0.569277,7.733152,0.089487,0.071845,standard,2,3,balanced,x25519_only,4915216,7.999969,-0.000257,790.1987,True,True,inf,0.0,False,False,655.9466,99.605816,33.442131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0059_image-1050,D:\Downloads\hybrid\sample-images\docs\image-1050.jpg,D:\Downloads\hybrid\artifacts\hybrid\0059_image-1050.enc,D:\Downloads\hybrid\artifacts\hybrid\0059_image-1050.meta.json,765.7848,medium,0.569277,7.733152,0.089487,0.071845,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,5.4e-05,850.7187,True,True,inf,0.0,False,False,820.9088,99.613771,33.481285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0060_image-1051,D:\Downloads\hybrid\sample-images\docs\image-1051.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0060_image-1051.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0060_image-1051.meta.json,833.5645,medium,0.558839,7.63134,0.077928,0.072042,standard,2,3,balanced,passphrase_only,4915216,7.999964,-0.000139,877.0895,True,True,inf,0.0,False,False,706.5495,99.611146,33.455074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0060_image-1051,D:\Downloads\hybrid\sample-images\docs\image-1051.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0060_image-1051.enc,D:\Downloads\hybrid\artifacts\x25519_only\0060_image-1051.meta.json,770.3438,medium,0.558839,7.63134,0.077928,0.072042,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000462,838.3514,True,True,inf,0.0,False,False,675.9788,99.607443,33.459724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0060_image-1051,D:\Downloads\hybrid\sample-images\docs\image-1051.jpg,D:\Downloads\hybrid\artifacts\hybrid\0060_image-1051.enc,D:\Downloads\hybrid\artifacts\hybrid\0060_image-1051.meta.json,715.5073,medium,0.558839,7.63134,0.077928,0.072042,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,-0.000158,870.2727,True,True,inf,0.0,False,False,735.5589,99.61432,33.465393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0061_image-1052,D:\Downloads\hybrid\sample-images\docs\image-1052.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0061_image-1052.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0061_image-1052.meta.json,776.0124,medium,0.354191,4.899565,0.055154,0.005328,standard,2,3,balanced,passphrase_only,4915216,7.999968,0.000112,826.7144,True,True,inf,0.0,False,False,706.9632,99.608603,33.473923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0061_image-1052,D:\Downloads\hybrid\sample-images\docs\image-1052.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0061_image-1052.enc,D:\Downloads\hybrid\artifacts\x25519_only\0061_image-1052.meta.json,655.7267,medium,0.354191,4.899565,0.055154,0.005328,standard,2,3,balanced,x25519_only,4915216,7.999963,8e-05,799.2472,True,True,inf,0.0,False,False,669.6636,99.606589,33.452759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0061_image-1052,D:\Downloads\hybrid\sample-images\docs\image-1052.jpg,D:\Downloads\hybrid\artifacts\hybrid\0061_image-1052.enc,D:\Downloads\hybrid\artifacts\hybrid\0061_image-1052.meta.json,755.8612,medium,0.354191,4.899565,0.055154,0.005328,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999959,0.000115,834.6536,True,True,inf,0.0,False,False,712.2258,99.608603,33.460678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0062_image-1053,D:\Downloads\hybrid\sample-images\docs\image-1053.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0062_image-1053.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0062_image-1053.meta.json,765.8922,medium,0.566496,7.246023,0.197686,0.060171,standard,2,3,balanced,passphrase_only,4915216,7.999963,1.8e-05,869.939,True,True,inf,0.0,False,False,758.5288,99.610292,33.485378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0062_image-1053,D:\Downloads\hybrid\sample-images\docs\image-1053.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0062_image-1053.enc,D:\Downloads\hybrid\artifacts\x25519_only\0062_image-1053.meta.json,721.7003,medium,0.566496,7.246023,0.197686,0.060171,standard,2,3,balanced,x25519_only,4915216,7.99996,-6.5e-05,806.8047,True,True,inf,0.0,False,False,715.4285,99.610495,33.461494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0062_image-1053,D:\Downloads\hybrid\sample-images\docs\image-1053.jpg,D:\Downloads\hybrid\artifacts\hybrid\0062_image-1053.enc,D:\Downloads\hybrid\artifacts\hybrid\0062_image-1053.meta.json,739.314,medium,0.566496,7.246023,0.197686,0.060171,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000528,865.0052,True,True,inf,0.0,False,False,682.8591,99.612916,33.467846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0063_image-1054,D:\Downloads\hybrid\sample-images\docs\image-1054.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0063_image-1054.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0063_image-1054.meta.json,746.8633,medium,0.516782,6.878234,0.131449,0.029796,standard,2,3,balanced,passphrase_only,4915216,7.999961,0.000134,852.4427,True,True,inf,0.0,False,False,752.8092,99.601869,33.468418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0063_image-1054,D:\Downloads\hybrid\sample-images\docs\image-1054.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0063_image-1054.enc,D:\Downloads\hybrid\artifacts\x25519_only\0063_image-1054.meta.json,710.8879,medium,0.516782,6.878234,0.131449,0.029796,standard,2,3,balanced,x25519_only,4915216,7.999963,0.000645,828.6536,True,True,inf,0.0,False,False,681.7479,99.604961,33.462013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0063_image-1054,D:\Downloads\hybrid\sample-images\docs\image-1054.jpg,D:\Downloads\hybrid\artifacts\hybrid\0063_image-1054.enc,D:\Downloads\hybrid\artifacts\hybrid\0063_image-1054.meta.json,757.7842,medium,0.516782,6.878234,0.131449,0.029796,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,0.000724,855.9249,True,True,inf,0.0,False,False,738.8669,99.611716,33.461353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0064_image-1055,D:\Downloads\hybrid\sample-images\docs\image-1055.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0064_image-1055.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0064_image-1055.meta.json,722.4726,medium,0.496276,6.868761,0.048536,0.063251,standard,2,3,balanced,passphrase_only,4915216,7.999961,0.000371,869.5149,True,True,inf,0.0,False,False,730.5917,99.608807,33.460121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0064_image-1055,D:\Downloads\hybrid\sample-images\docs\image-1055.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0064_image-1055.enc,D:\Downloads\hybrid\artifacts\x25519_only\0064_image-1055.meta.json,699.2934,medium,0.496276,6.868761,0.048536,0.063251,standard,2,3,balanced,x25519_only,4915216,7.999965,-0.000149,805.1228,True,True,inf,0.0,False,False,686.209,99.611085,33.496075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0064_image-1055,D:\Downloads\hybrid\sample-images\docs\image-1055.jpg,D:\Downloads\hybrid\artifacts\hybrid\0064_image-1055.enc,D:\Downloads\hybrid\artifacts\hybrid\0064_image-1055.meta.json,758.787,medium,0.496276,6.868761,0.048536,0.063251,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,-0.000371,888.5152,True,True,inf,0.0,False,False,729.6765,99.608257,33.461483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0065_image-1056,D:\Downloads\hybrid\sample-images\docs\image-1056.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0065_image-1056.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0065_image-1056.meta.json,212.8249,low,0.260435,3.778604,0.001859,0.000656,lite,1,0,balanced,passphrase_only,3279376,7.999948,-0.000463,214.7973,True,True,inf,0.0,False,False,189.5223,99.610109,33.45433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0065_image-1056,D:\Downloads\hybrid\sample-images\docs\image-1056.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0065_image-1056.enc,D:\Downloads\hybrid\artifacts\x25519_only\0065_image-1056.meta.json,147.7686,low,0.260435,3.778604,0.001859,0.000656,lite,1,0,balanced,x25519_only,3279376,7.999947,0.000299,167.0406,True,True,inf,0.0,False,False,139.6946,99.606815,33.43943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0065_image-1056,D:\Downloads\hybrid\sample-images\docs\image-1056.jpg,D:\Downloads\hybrid\artifacts\hybrid\0065_image-1056.enc,D:\Downloads\hybrid\artifacts\hybrid\0065_image-1056.meta.json,189.3428,low,0.260435,3.778604,0.001859,0.000656,lite,1,0,balanced,hybrid_passphrase_x25519,3279376,7.99994,-0.000377,219.0792,True,True,inf,0.0,False,False,210.6866,99.611786,33.475163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
