mode,image_id,input_path,enc_path,meta_path,encrypt_time_ms,classification_label,classification_score,classification_entropy,classification_edge_density,classification_variance_norm,profile_name,profile_permutation_rounds,profile_arnold_iterations,metadata_threat_level,metadata_key_mode,cipher_size_bytes,cipher_entropy,cipher_adj_corr,decrypt_time_ms,decrypt_ok,exact_match,psnr,mse,wrong_passphrase_decrypt_success,wrong_private_key_decrypt_success,chosen_plaintext_encrypt_time_ms,chosen_plaintext_npcr,chosen_plaintext_uaci,attack_resilience__bit_flip_decrypt_success,attack_resilience__noise_decrypt_success,attack_resilience__partial_ciphertext_loss_center_0_8_decrypt_success,attack_resilience__partial_ciphertext_loss_head_0_9_decrypt_success,attack_resilience__partial_ciphertext_loss_tail_0_9_decrypt_success,attack_resilience__byte_mutation_decrypt_success,attack_resilience__block_shuffle_decrypt_success,attack_resilience__wrong_passphrase_decrypt_success,attack_resilience__wrong_private_key_decrypt_success,attack_resilience__replay_swap_ciphertext_decrypt_success,attack_resilience__replay_swap_metadata_decrypt_success,metadata_tamper_suite__missing_metadata_hmac,metadata_tamper_suite__tamper_threat_level,metadata_tamper_suite__tamper_profile_rounds,metadata_tamper_suite__tamper_nonce_salt_b64,metadata_tamper_suite__add_extra_field,metadata_tamper_suite__tamper_salt_b64,metadata_tamper_suite__tamper_image_sha256_b64,metadata_tamper_suite__tamper_working_shape,metadata_tamper_suite__tamper_dtype,metadata_tamper_suite__tamper_chaos_seed
x25519_only,0014_image-101,D:\Downloads\hybrid\sample-images\docs\image-101.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0014_image-101.enc,D:\Downloads\hybrid\artifacts\x25519_only\0014_image-101.meta.json,706.5063,medium,0.509953,7.272182,0.017369,0.031865,standard,2,3,balanced,x25519_only,4915216,7.999963,0.000391,807.8719,True,True,inf,0.0,False,False,666.0748,99.609559,33.479424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0014_image-101,D:\Downloads\hybrid\sample-images\docs\image-101.jpg,D:\Downloads\hybrid\artifacts\hybrid\0014_image-101.enc,D:\Downloads\hybrid\artifacts\hybrid\0014_image-101.meta.json,765.9824,medium,0.509953,7.272182,0.017369,0.031865,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-8.5e-05,849.3015,True,True,inf,0.0,False,False,718.2442,99.614849,33.454811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0015_image-1010,D:\Downloads\hybrid\sample-images\docs\image-1010.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0015_image-1010.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0015_image-1010.meta.json,731.9203,medium,0.416346,5.950842,0.02101,0.006151,standard,2,3,balanced,passphrase_only,4915216,7.999959,-0.000736,858.6347,True,True,inf,0.0,False,False,721.3271,99.615744,33.468807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0015_image-1010,D:\Downloads\hybrid\sample-images\docs\image-1010.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0015_image-1010.enc,D:\Downloads\hybrid\artifacts\x25519_only\0015_image-1010.meta.json,677.7518,medium,0.416346,5.950842,0.02101,0.006151,standard,2,3,balanced,x25519_only,4915216,7.999962,-0.000437,792.9265,True,True,inf,0.0,False,False,674.7702,99.610984,33.452152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0015_image-1010,D:\Downloads\hybrid\sample-images\docs\image-1010.jpg,D:\Downloads\hybrid\artifacts\hybrid\0015_image-1010.enc,D:\Downloads\hybrid\artifacts\hybrid\0015_image-1010.meta.json,727.7192,medium,0.416346,5.950842,0.02101,0.006151,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,-0.000441,880.9855,True,True,inf,0.0,False,False,710.3275,99.605653,33.468582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0016_image-1011,D:\Downloads\hybrid\sample-images\docs\image-1011.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0016_image-1011.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0016_image-1011.meta.json,781.5922,medium,0.559349,7.494529,0.087215,0.119569,standard,2,3,balanced,passphrase_only,4915216,7.999961,0.000203,860.8815,True,True,inf,0.0,False,False,714.3705,99.61078,33.468422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0016_image-1011,D:\Downloads\hybrid\sample-images\docs\image-1011.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0016_image-1011.enc,D:\Downloads\hybrid\artifacts\x25519_only\0016_image-1011.meta.json,680.8059,medium,0.559349,7.494529,0.087215,0.119569,standard,2,3,balanced,x25519_only,4915216,7.999962,-0.000112,820.4425,True,True,inf,0.0,False,False,669.1965,99.611309,33.454506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0016_image-1011,D:\Downloads\hybrid\sample-images\docs\image-1011.jpg,D:\Downloads\hybrid\artifacts\hybrid\0016_image-1011.enc,D:\Downloads\hybrid\artifacts\hybrid\0016_image-1011.meta.json,770.8357,medium,0.559349,7.494529,0.087215,0.119569,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,5.3e-05,838.0276,True,True,inf,0.0,False,False,702.4362,99.609498,33.452614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0017_image-1012,D:\Downloads\hybrid\sample-images\docs\image-1012.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0017_image-1012.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0017_image-1012.meta.json,721.0135,medium,0.497547,6.825346,0.085648,0.017399,standard,2,3,balanced,passphrase_only,4915216,7.999964,-0.000167,822.6182,True,True,inf,0.0,False,False,720.7181,99.608847,33.457733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0017_image-1012,D:\Downloads\hybrid\sample-images\docs\image-1012.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0017_image-1012.enc,D:\Downloads\hybrid\artifacts\x25519_only\0017_image-1012.meta.json,679.768,medium,0.497547,6.825346,0.085648,0.017399,standard,2,3,balanced,x25519_only,4915216,7.999965,9e-05,846.7406,True,True,inf,0.0,False,False,713.0088,99.614381,33.458252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0017_image-1012,D:\Downloads\hybrid\sample-images\docs\image-1012.jpg,D:\Downloads\hybrid\artifacts\hybrid\0017_image-1012.enc,D:\Downloads\hybrid\artifacts\hybrid\0017_image-1012.meta.json,759.4221,medium,0.497547,6.825346,0.085648,0.017399,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999958,0.000221,849.5834,True,True,inf,0.0,False,False,751.0059,99.609132,33.471836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0018_image-1013,D:\Downloads\hybrid\sample-images\docs\image-1013.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0018_image-1013.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0018_image-1013.meta.json,733.253,medium,0.5533,7.448555,0.118807,0.037134,standard,2,3,balanced,passphrase_only,4915216,7.999962,0.000699,934.3805,True,True,inf,0.0,False,False,706.3159,99.605612,33.461266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0018_image-1013,D:\Downloads\hybrid\sample-images\docs\image-1013.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0018_image-1013.enc,D:\Downloads\hybrid\artifacts\x25519_only\0018_image-1013.meta.json,695.3072,medium,0.5533,7.448555,0.118807,0.037134,standard,2,3,balanced,x25519_only,4915216,7.999958,0.000706,785.3933,True,True,inf,0.0,False,False,669.7525,99.606182,33.46254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0018_image-1013,D:\Downloads\hybrid\sample-images\docs\image-1013.jpg,D:\Downloads\hybrid\artifacts\hybrid\0018_image-1013.enc,D:\Downloads\hybrid\artifacts\hybrid\0018_image-1013.meta.json,753.4826,medium,0.5533,7.448555,0.118807,0.037134,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,0.000249,848.6365,True,True,inf,0.0,False,False,778.4535,99.604961,33.463009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0019_image-1014,D:\Downloads\hybrid\sample-images\docs\image-1014.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0019_image-1014.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0019_image-1014.meta.json,766.4427,medium,0.515544,7.269534,0.031418,0.042253,standard,2,3,balanced,passphrase_only,4915216,7.99996,-0.000176,866.6403,True,True,inf,0.0,False,False,741.7466,99.611167,33.446812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0019_image-1014,D:\Downloads\hybrid\sample-images\docs\image-1014.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0019_image-1014.enc,D:\Downloads\hybrid\artifacts\x25519_only\0019_image-1014.meta.json,695.1603,medium,0.515544,7.269534,0.031418,0.042253,standard,2,3,balanced,x25519_only,4915216,7.999965,4.8e-05,817.2237,True,True,inf,0.0,False,False,677.1783,99.608583,33.470844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0019_image-1014,D:\Downloads\hybrid\sample-images\docs\image-1014.jpg,D:\Downloads\hybrid\artifacts\hybrid\0019_image-1014.enc,D:\Downloads\hybrid\artifacts\hybrid\0019_image-1014.meta.json,742.4294,medium,0.515544,7.269534,0.031418,0.042253,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,0.000902,892.3708,True,True,inf,0.0,False,False,753.4541,99.611492,33.451233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0020_image-1015,D:\Downloads\hybrid\sample-images\docs\image-1015.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0020_image-1015.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0020_image-1015.meta.json,733.4593,medium,0.3654,5.264692,0.01069,0.001637,standard,2,3,balanced,passphrase_only,4915216,7.999958,-0.000707,877.943,True,True,inf,0.0,False,False,748.115,99.612652,33.456341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0020_image-1015,D:\Downloads\hybrid\sample-images\docs\image-1015.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0020_image-1015.enc,D:\Downloads\hybrid\artifacts\x25519_only\0020_image-1015.meta.json,699.4383,medium,0.3654,5.264692,0.01069,0.001637,standard,2,3,balanced,x25519_only,4915216,7.999955,0.00066,769.9993,True,True,inf,0.0,False,False,665.9034,99.611146,33.459522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0020_image-1015,D:\Downloads\hybrid\sample-images\docs\image-1015.jpg,D:\Downloads\hybrid\artifacts\hybrid\0020_image-1015.enc,D:\Downloads\hybrid\artifacts\hybrid\0020_image-1015.meta.json,745.3102,medium,0.3654,5.264692,0.01069,0.001637,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999966,0.00106,864.3777,True,True,inf,0.0,False,False,730.6267,99.610495,33.483955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0021_image-1016,D:\Downloads\hybrid\sample-images\docs\image-1016.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0021_image-1016.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0021_image-1016.meta.json,717.943,medium,0.479604,6.52501,0.095653,0.015425,standard,2,3,balanced,passphrase_only,4915216,7.999963,3e-06,840.7977,True,True,inf,0.0,False,False,670.9462,99.610678,33.45208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0021_image-1016,D:\Downloads\hybrid\sample-images\docs\image-1016.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0021_image-1016.enc,D:\Downloads\hybrid\artifacts\x25519_only\0021_image-1016.meta.json,701.5995,medium,0.479604,6.52501,0.095653,0.015425,standard,2,3,balanced,x25519_only,4915216,7.999961,0.000206,810.8744,True,True,inf,0.0,False,False,695.2045,99.607688,33.463692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0021_image-1016,D:\Downloads\hybrid\sample-images\docs\image-1016.jpg,D:\Downloads\hybrid\artifacts\hybrid\0021_image-1016.enc,D:\Downloads\hybrid\artifacts\hybrid\0021_image-1016.meta.json,734.8911,medium,0.479604,6.52501,0.095653,0.015425,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,-0.000145,880.2042,True,True,inf,0.0,False,False,753.4626,99.608501,33.459553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0022_image-1017,D:\Downloads\hybrid\sample-images\docs\image-1017.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0022_image-1017.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0022_image-1017.meta.json,811.9812,medium,0.574372,7.633142,0.140293,0.050035,standard,2,3,balanced,passphrase_only,4915216,7.99996,0.000228,873.3142,True,True,inf,0.0,False,False,714.6056,99.610841,33.462494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0022_image-1017,D:\Downloads\hybrid\sample-images\docs\image-1017.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0022_image-1017.enc,D:\Downloads\hybrid\artifacts\x25519_only\0022_image-1017.meta.json,748.2818,medium,0.574372,7.633142,0.140293,0.050035,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000594,804.335,True,True,inf,0.0,False,False,703.4777,99.606589,33.463497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0022_image-1017,D:\Downloads\hybrid\sample-images\docs\image-1017.jpg,D:\Downloads\hybrid\artifacts\hybrid\0022_image-1017.enc,D:\Downloads\hybrid\artifacts\hybrid\0022_image-1017.meta.json,780.6238,medium,0.574372,7.633142,0.140293,0.050035,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.99996,-0.000841,838.6034,True,True,inf,0.0,False,False,740.736,99.609885,33.465256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0023_image-1018,D:\Downloads\hybrid\sample-images\docs\image-1018.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0023_image-1018.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0023_image-1018.meta.json,731.7615,medium,0.530241,7.090037,0.117108,0.051127,standard,2,3,balanced,passphrase_only,4915216,7.999962,0.001184,856.3613,True,True,inf,0.0,False,False,752.8175,99.611187,33.471497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0023_image-1018,D:\Downloads\hybrid\sample-images\docs\image-1018.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0023_image-1018.enc,D:\Downloads\hybrid\artifacts\x25519_only\0023_image-1018.meta.json,687.3873,medium,0.530241,7.090037,0.117108,0.051127,standard,2,3,balanced,x25519_only,4915216,7.999962,-1e-05,784.6411,True,True,inf,0.0,False,False,665.7778,99.607586,33.463688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0023_image-1018,D:\Downloads\hybrid\sample-images\docs\image-1018.jpg,D:\Downloads\hybrid\artifacts\hybrid\0023_image-1018.enc,D:\Downloads\hybrid\artifacts\hybrid\0023_image-1018.meta.json,682.6289,medium,0.530241,7.090037,0.117108,0.051127,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,0.000539,863.606,True,True,inf,0.0,False,False,735.5288,99.609315,33.460785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0024_image-1019,D:\Downloads\hybrid\sample-images\docs\image-1019.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0024_image-1019.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0024_image-1019.meta.json,731.8176,medium,0.591031,7.899833,0.119303,0.080841,standard,2,3,balanced,passphrase_only,4915216,7.999961,2.2e-05,820.9141,True,True,inf,0.0,False,False,704.4643,99.610088,33.473354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0024_image-1019,D:\Downloads\hybrid\sample-images\docs\image-1019.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0024_image-1019.enc,D:\Downloads\hybrid\artifacts\x25519_only\0024_image-1019.meta.json,712.8915,medium,0.591031,7.899833,0.119303,0.080841,standard,2,3,balanced,x25519_only,4915216,7.999965,-8e-06,801.3828,True,True,inf,0.0,False,False,688.8501,99.609234,33.455116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0024_image-1019,D:\Downloads\hybrid\sample-images\docs\image-1019.jpg,D:\Downloads\hybrid\artifacts\hybrid\0024_image-1019.enc,D:\Downloads\hybrid\artifacts\hybrid\0024_image-1019.meta.json,740.2227,medium,0.591031,7.899833,0.119303,0.080841,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999969,-0.000453,884.0603,True,True,inf,0.0,False,False,751.1077,99.604371,33.460781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0025_image-102,D:\Downloads\hybrid\sample-images\docs\image-102.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0025_image-102.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0025_image-102.meta.json,743.1719,medium,0.566166,7.708665,0.098414,0.044478,standard,2,3,balanced,passphrase_only,4915216,7.999964,-0.000358,857.9475,True,True,inf,0.0,False,False,723.1061,99.610719,33.47625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0025_image-102,D:\Downloads\hybrid\sample-images\docs\image-102.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0025_image-102.enc,D:\Downloads\hybrid\artifacts\x25519_only\0025_image-102.meta.json,713.047,medium,0.566166,7.708665,0.098414,0.044478,standard,2,3,balanced,x25519_only,4915216,7.999962,0.000245,816.1898,True,True,inf,0.0,False,False,707.9087,99.608379,33.47279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0025_image-102,D:\Downloads\hybrid\sample-images\docs\image-102.jpg,D:\Downloads\hybrid\artifacts\hybrid\0025_image-102.enc,D:\Downloads\hybrid\artifacts\hybrid\0025_image-102.meta.json,768.8075,medium,0.566166,7.708665,0.098414,0.044478,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999957,-0.00022,839.5062,True,True,inf,0.0,False,False,698.3189,99.6096,33.460529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0026_image-1020,D:\Downloads\hybrid\sample-images\docs\image-1020.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0026_image-1020.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0026_image-1020.meta.json,724.8975,medium,0.593089,7.496845,0.224638,0.068598,standard,2,3,balanced,passphrase_only,4915216,7.999962,0.000247,846.712,True,True,inf,0.0,False,False,712.3141,99.613466,33.477066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0026_image-1020,D:\Downloads\hybrid\sample-images\docs\image-1020.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0026_image-1020.enc,D:\Downloads\hybrid\artifacts\x25519_only\0026_image-1020.meta.json,709.0768,medium,0.593089,7.496845,0.224638,0.068598,standard,2,3,balanced,x25519_only,4915216,7.999965,-0.000458,800.1206,True,True,inf,0.0,False,False,664.4351,99.607159,33.470737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0026_image-1020,D:\Downloads\hybrid\sample-images\docs\image-1020.jpg,D:\Downloads\hybrid\artifacts\hybrid\0026_image-1020.enc,D:\Downloads\hybrid\artifacts\hybrid\0026_image-1020.meta.json,753.4928,medium,0.593089,7.496845,0.224638,0.068598,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,0.00012,885.4966,True,True,inf,0.0,False,False,725.1817,99.611004,33.467457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0027_image-1021,D:\Downloads\hybrid\sample-images\docs\image-1021.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0027_image-1021.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0027_image-1021.meta.json,718.9476,medium,0.501827,7.105612,0.025463,0.03785,standard,2,3,balanced,passphrase_only,4915216,7.999962,0.000598,834.0417,True,True,inf,0.0,False,False,728.1972,99.607911,33.47332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0027_image-1021,D:\Downloads\hybrid\sample-images\docs\image-1021.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0027_image-1021.enc,D:\Downloads\hybrid\artifacts\x25519_only\0027_image-1021.meta.json,694.0034,medium,0.501827,7.105612,0.025463,0.03785,standard,2,3,balanced,x25519_only,4915216,7.999966,-0.000489,826.635,True,True,inf,0.0,False,False,685.5057,99.613974,33.485825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0027_image-1021,D:\Downloads\hybrid\sample-images\docs\image-1021.jpg,D:\Downloads\hybrid\artifacts\hybrid\0027_image-1021.enc,D:\Downloads\hybrid\artifacts\hybrid\0027_image-1021.meta.json,777.1683,medium,0.501827,7.105612,0.025463,0.03785,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999966,-9e-05,934.6402,True,True,inf,0.0,False,False,729.0203,99.608461,33.482933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0028_image-1022,D:\Downloads\hybrid\sample-images\docs\image-1022.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0028_image-1022.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0028_image-1022.meta.json,736.6946,medium,0.447948,6.308103,0.041751,0.011602,standard,2,3,balanced,passphrase_only,4915216,7.999963,0.000195,862.2434,True,True,inf,0.0,False,False,698.5669,99.610129,33.468979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0028_image-1022,D:\Downloads\hybrid\sample-images\docs\image-1022.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0028_image-1022.enc,D:\Downloads\hybrid\artifacts\x25519_only\0028_image-1022.meta.json,676.7136,medium,0.447948,6.308103,0.041751,0.011602,standard,2,3,balanced,x25519_only,4915216,7.99996,9.2e-05,816.6589,True,True,inf,0.0,False,False,691.5558,99.611248,33.467518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0028_image-1022,D:\Downloads\hybrid\sample-images\docs\image-1022.jpg,D:\Downloads\hybrid\artifacts\hybrid\0028_image-1022.enc,D:\Downloads\hybrid\artifacts\hybrid\0028_image-1022.meta.json,781.7642,medium,0.447948,6.308103,0.041751,0.011602,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.99996,-0.000198,875.0908,True,True,inf,0.0,False,False,725.4776,99.610861,33.458061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0029_image-1023,D:\Downloads\hybrid\sample-images\docs\image-1023.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0029_image-1023.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0029_image-1023.meta.json,735.5859,medium,0.422234,6.046274,0.017986,0.007712,standard,2,3,balanced,passphrase_only,4915216,7.999956,5e-05,840.3257,True,True,inf,0.0,False,False,731.416,99.609519,33.464565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0029_image-1023,D:\Downloads\hybrid\sample-images\docs\image-1023.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0029_image-1023.enc,D:\Downloads\hybrid\artifacts\x25519_only\0029_image-1023.meta.json,685.4197,medium,0.422234,6.046274,0.017986,0.007712,standard,2,3,balanced,x25519_only,4915216,7.999965,-1.8e-05,810.2738,True,True,inf,0.0,False,False,703.237,99.60726,33.471405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0029_image-1023,D:\Downloads\hybrid\sample-images\docs\image-1023.jpg,D:\Downloads\hybrid\artifacts\hybrid\0029_image-1023.enc,D:\Downloads\hybrid\artifacts\hybrid\0029_image-1023.meta.json,733.0113,medium,0.422234,6.046274,0.017986,0.007712,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,0.00013,843.1735,True,True,inf,0.0,False,False,711.0622,99.616578,33.479923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0030_image-1024,D:\Downloads\hybrid\sample-images\docs\image-1024.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0030_image-1024.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0030_image-1024.meta.json,759.8374,medium,0.359401,5.136896,0.012048,0.0175,standard,2,3,balanced,passphrase_only,4915216,7.999958,4.2e-05,846.9585,True,True,inf,0.0,False,False,745.0388,99.610699,33.47435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0030_image-1024,D:\Downloads\hybrid\sample-images\docs\image-1024.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0030_image-1024.enc,D:\Downloads\hybrid\artifacts\x25519_only\0030_image-1024.meta.json,698.2703,medium,0.359401,5.136896,0.012048,0.0175,standard,2,3,balanced,x25519_only,4915216,7.999959,-0.000467,809.4329,True,True,inf,0.0,False,False,628.4972,99.616456,33.454456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0030_image-1024,D:\Downloads\hybrid\sample-images\docs\image-1024.jpg,D:\Downloads\hybrid\artifacts\hybrid\0030_image-1024.enc,D:\Downloads\hybrid\artifacts\hybrid\0030_image-1024.meta.json,788.2348,medium,0.359401,5.136896,0.012048,0.0175,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,0.00011,866.8212,True,True,inf,0.0,False,False,793.7356,99.608685,33.472694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0031_image-1025,D:\Downloads\hybrid\sample-images\docs\image-1025.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0031_image-1025.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0031_image-1025.meta.json,194.7973,low,0.338138,4.881788,0.006558,0.003654,lite,1,0,balanced,passphrase_only,3275536,7.999944,-0.000252,231.9392,True,True,inf,0.0,False,False,183.3106,99.61359,33.452091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0031_image-1025,D:\Downloads\hybrid\sample-images\docs\image-1025.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0031_image-1025.enc,D:\Downloads\hybrid\artifacts\x25519_only\0031_image-1025.meta.json,151.9458,low,0.338138,4.881788,0.006558,0.003654,lite,1,0,balanced,x25519_only,3275536,7.999944,-0.000303,184.883,True,True,inf,0.0,False,False,139.7031,99.609041,33.455841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
